竪,세울,수
粹,순수할,수
綏,편안할,수
綬,인끈,수
繡,수 놓을,수
羞,부끄러워할,수
蒐,모을,수
藪,덤불,수
袖,소매,수
讐,원수,수
酬,갚을,수
銖,저울눈,수
隋,수나라,수
髓,골수,수
鬚,수염,수*
塾,글방,숙
楯,방패,순*
洵,진실로,순
淳,순박할,순
盾,방패,순
筍,죽순,순
舜,순임금,순
荀,풀 이름,순
詢,물을,순
醇,순수할,순
馴,길들일,순
嵩,높을,숭*
瑟,비파,슬
膝,무릎,슬
褶,주름,습*
丞,도울,승*
升,말 (곡식 셀 때),승*
繩,노끈,승
陞,오를,승
匙,숟가락,시*
媤,시집,시*
尸,주검,시*
屍,주검,시
弑,죽일,시
柴,섶,시*
翅,날개,시
諡,시호,시
柿,감,시
殖,불릴,식
湜,맑을,식
蝕,좀먹을,식
軾,수레 앞 가로목,식
娠,아이 밸,신
紳,띠,신
腎,콩팥,신
薪,섶,신
訊,물을,신
迅,빠를,신
悉,다,실
瀋,물 괼,심
什,열 사람,십
子,아들,자
字,글자,자
作,지을,작
昨,어제,작
壯,장할,장
雜,섞일,잡
張,베풀,장
粧,꾸밀,장
腸,창자,장
莊,씩씩할,장
裝,꾸밀,장
墻,담,장
障,막을,장
藏,감출,장
丈,어른,장
掌,손바닥,장
葬,장사 지낼,장
獎,권할,장
帳,장막,장
臟,오장,장
載,실을,재
災,재앙,재
裁,마를,재
宰,재상,재
再,두,재
在,있을,재
才,재주,재
長,길/늘어질,장
貯,쌓을,저
低,낮을,저
著,나타날,저
敵,대적할,적
赤,붉을,적
適,맞을,적
錢,돈,전
展,펼,전
戰,싸울,전
電,번개,전
丁,넷째 천간,정
井,우물,정
停,머무를,정
淨,깨끗할,정
貞,곧을,정
定,정할,정
庭,뜰,정
情,뜻,정
政,정사,정
正,바를,정
帝,임금,제
題,제목,제
傳,전할,전
節,마디,절
絶,끊을,절
接,이을,접
精,정미할,정
頂,정수리,정
祭,제사,제
諸,모든,제
除,없앨,제
制,절제할,제
提,끌,제
齊,가지런할,제
兆,조짐,조
助,도울,조
早,이를,조
造,지을,조
祖,할아버지,조
鳥,새,조
宗,마루,종
卒,마칠,졸
拙,서투를,졸
從,좇을,종
終,마칠,종
鐘,쇠북,종
左,왼,좌
坐,앉을,좌
座,자리,좌
周,두루,주
舟,배,주
酒,술,주
朱,붉을,주
住,살,주
注,물 댈,주
竹,대,죽
眞,참,진
進,나아갈,진
執,잡을,집
質,바탕,질
集,모을,집
址,터,지
地,땅,지
指,가리킬,지
止,그칠,지
只,다만,지
志,뜻,지
紙,종이,지
知,알,지
至,이를,지
枝,가지,지
辰,별 진,진
秩,차례,질
貯,쌓을,저
裁,마를,재
敵,대적할,적
典,법,전
展,펼,전
戰,싸울,전
電,번개,전
全,온전할,전
錢,돈,전
專,오로지,전
轉,구를,전
折,꺾을,절
切,끊을,절
漸,점점,점
占,점령할/점칠,점
點,점,점
廷,조정,정
訂,바로잡을,정
程,길,정
亭,정자,정
征,칠,정
際,때,제
堤,둑,제
濟,건널,제
制,절제할,제
齊,가지런할,제
提,끌,제
弔,조상할,조
潮,조수,조
租,세금,조
燥,마를,조
組,짤,조
條,가지,조
操,잡을,조
宗,마루,종
卒,마칠,졸
拙,서투를,졸
縱,세로,종
佐,도울,좌
座,자리,좌
全,온전할,전
中,가운데,중
重,무거울,중
曾,거듭,증
證,증거,증
枝,가지,지
辰,별 진,진
執,잡을,집
刺,찌를,자
姿,모습,자
紫,자주색,자
資,재물,자
玆,검을,자
恣,방자할,자
爵,벼슬,작
酌,따를,작
殘,남을,잔
潛,잠길,잠
暫,잠깐,잠
姊,손위 누이,자
慈,사랑할,자
栽,심을,재
狄,오랑캐,적
寂,고요할,적
摘,딸,적
滴,물방울,적
績,공,적
跡,발자취,적
賊,도적,적
積,쌓을,적
專,오로지,전
殿,큰집,전
切,끊을,절
竊,훔칠,절
點,점,점
漸,점점,점
蝶,나비,접
廷,조정,정
訂,바로잡을,정
程,길,정
亭,정자,정
征,칠,정
際,때,제
堤,둑,제
濟,건널,제
制,절제할,제
齊,가지런할,제
提,끌,제
弔,조상할,조
潮,조수,조
租,세금,조
燥,마를,조
組,짤,조
條,가지,조
操,잡을,조
炙,구울,자
咨,물을,자
姉,손위 누이,자
滋,불을,자
煮,삶을,자
瓷,사기,자
磁,자석,자
藉,깔,자
諮,의논할,자
雌,암컷,자
灼,지질,작
綽,넉넉할,작
芍,작약,작
雀,참새,작
鵲,까치,작
棧,사닥다리,잔
盞,잔,잔
岑,봉우리,잠
箴,경계할,잠
簪,비녀,잠
蠶,누에,잠
仗,의장,장
匠,장인,장
庄,밭두둑,장
杖,지팡이,장
欌,장롱,장
漿,즙,장
獐,노루,장
璋,서옥,장
蔣,줄,장
薔,장미,장
贓,장물,장
醬,간장,장
梓,가래나무,재
滓,찌꺼기,재
齋,재계할,재
諍,간할,쟁
儲,쌓을,저
咀,씹을,저
杵,절구공이,저
楮,닥나무,저
沮,막을,저
渚,물가,저
猪,돼지,저
疽,종기,저
箸,젓가락,저
苧,모시풀,저
藷,마,저
邸,큰집,저
嫡,정실,적
狄,오랑캐,적
笛,피리,적
翟,꿩,적
謫,귀양 보낼,적
蹟,자취,적
迪,나아갈,적
迹,자취,적
佃,밭 갈,전
剪,자를,전
塡,메울,전
塼,벽돌,전
奠,제사 지낼,전
廛,전방,전
栓,나무못,전
氈,털,전
澱,앙금,전
煎,지질,전
甸,경기,전
箋,편지,전
箭,화살,전
篆,전자,전
纏,얽힐,전
詮,밝을,전
鈿,비녀,전
銓,달,전
顚,이마,전
截,끊을,절
浙,강 이름,절
岾,산마루,점
点,점,점
粘,끈끈할,점
偵,염탐할,정
呈,드릴,정
幀,족자,정
挺,뽑을,정
旌,기,정
晶,맑을,정
楨,나무 줄기,정
汀,물가,정
町,밭두둑,정
禎,상서로울,정
艇,작은 배,정
鄭,정,정
釘,못,정
錠,덩이,정
靖,편안할,정
劑,약 지을,제
悌,공경할,제
梯,사닥다리,제
臍,배꼽,제
蹄,발굽,제
霽,갤,제
俎,도마,조
嘲,비웃을,조
彫,새길,조
措,둘,조
曺,성 씨,조
曹,무리,조
棗,대추,조
槽,구유,조
漕,물길,조
爪,손톱,조
祚,복,조
稠,빽빽할,조
粗,거칠,조
肇,처음,조
藻,마름,조
詔,조서,조
趙,조나라,조
躁,성급할,조
遭,만날,조
釣,낚시할,조
雕,새길,조
簇,무리,촉
鏃,화살촉,촉
倧,삼종,종
綜,꿰맬,종
腫,부스럼,종
鍾,술잔,종
挫,꺾을,좌
做,만들,주
呪,빌,주
廚,부엌,주
疇,밭두둑,주
籌,셈할,주
紂,주 (상나라 임금),주
紬,명주,주
蛛,거미,주
註,기록할,주
誅,벨,주
週,두루,주
駐,머무를,주
冑,투구,주
粥,죽,죽
州,고을,주
柱,기둥,주
株,그루,주
洲,물가,주
奏,아뢸,주
珠,구슬,주
鑄,쇠 불릴,주
準,법,준
俊,준걸,준
遵,좇을,준
埈,높을,준
峻,높을,준
浚,깊을,준
濬,깊을,준
駿,준마,준
櫛,빗,즐
汁,즙,즙
拯,건질,증
甑,시루,증
憎,미워할,증
症,증세,증
蒸,찔,증
贈,줄,증
遲,늦을,지
智,지혜,지
誌,기록할,지
池,못,지
職,직분,직
織,짤,직
珍,보배,진
鎭,진압할,진
振,떨칠,진
陳,늘어놓을,진
陣,진,진
震,벼락,진
姪,조카,질
疾,병,질
秩,차례,질
徵,부를,징
懲,징계할,징
旨,뜻,지
砥,숫돌,지
祉,복,지
祗,공경할,지
肢,사지,지
脂,기름,지
芝,지초,지
晉,나아갈,진
鎭,진압할,진
秩,차례,질
織,짤,직
職,직분,직
