班,나눌,반
畔,밭두렁,반
盤,소반,반
伴,짝,반
拔,뺄,발
髮,터럭,발
芳,꽃다울,방
邦,나라,방
妨,방해할,방
房,방,방
方,모,방
傍,곁,방
杯,잔,배
倍,곱,배
培,북돋을,배
背,등,배
輩,무리,배
伯,맏,백
百,일백,백
白,흰,백
伐,칠,벌
罰,벌할,벌
凡,무릇,범
法,법,법
範,법,범
犯,범할,범
丙,셋째 천간,병
兵,병사,병
病,병,병
壁,벽,벽
碧,푸를,벽
辨,분별할,변
辯,말씀 잘할,변
邊,가,변
竝,아우를,병
仆,엎드릴,복
伏,엎드릴,복
複,겹칠,복
腹,배,복
覆,덮을,복
蜂,벌,봉
鳳,봉황,봉
封,봉할,봉
峯,봉우리,봉
符,부신,부
簿,장부,부
賦,구실,부
赴,나아갈,부
附,붙을,부
付,줄,부
腐,썩을,부
府,관청,부
副,버금,부
負,질,부
佛,부처,불
朋,벗,붕
悲,슬플,비
鼻,코,비
貧,가난할,빈
頻,자주,빈
聘,부를,빙
氷,얼음,빙
剝,벗길,박
泊,댈,박
博,넓을,박
拍,칠,박
珀,호박,박
薄,얇을,박
箔,얇은 조각,박
迫,닥칠,박
舶,큰 배,박
駁,논박할,박
搬,옮길,반
攀,더듬어 오를,반
斑,얼룩,반
盤,소반,반
泮,학교,반
潘,물 이름,반
父,아비,부
夫,지아비,부
方,모,방
白,흰,백
百,일백,백
法,법,법
兵,병사,병
本,근본,본
不,아닐,불
北,북녘,북
分,나눌,분
半,반,반
反,돌이킬,반
放,놓을,방
番,차례,번
病,병,병
保,지킬,보
步,걸음,보
服,옷,복
奉,받들,봉
比,견줄,비
非,아닐,비
發,필,발
別,나눌,별
報,갚을,보
福,복,복
婦,아내,부
富,부자,부
復,회복할,복
備,갖출,비
訪,찾을,방
防,막을,방
拜,절할,배
變,변할,변
飛,날,비
氷,얼음,빙
朴,순박할,박
飯,밥,반
房,방,방
杯,잔,배
伐,칠,벌
凡,무릇,범
丙,셋째 천간,병
伏,엎드릴,복
逢,만날,봉
否,아닐,부
扶,도울,부
浮,뜰,부
部,거느릴,부
佛,부처,불
朋,벗,붕
悲,슬플,비
鼻,코,비
貧,가난할,빈
泊,댈,박
博,넓을,박
拍,칠,박
薄,얇을,박
迫,닥칠,박
叛,배반할,반
班,나눌,반
返,돌아올,반
盤,소반,반
般,일반,반
伴,짝,반
髮,터럭,발
般,일반,반
畔,밭두렁,반
叛,배반할,반
班,나눌,반
礬,명반,반
頒,나눌,반
磻,낚시돌,반
幡,기,번
樊,우리,번
燔,구울,번
蕃,우거질,번
藩,울타리,번
罰,벌할,벌
伐,칠,벌
閥,문벌,벌
凡,무릇,범
梵,불교,범
汎,뜰,범
汎,뜰,범
泛,뜰,범
范,틀,범
僻,외딴,벽
璧,옥,벽
癖,버릇,벽
闢,열,벽
勃,우거질,발
撥,쳐서 움직일,발
渤,물 솟아날,발
潑,물 뿌릴,발
跋,넘을,발
醱,술 빚을,발
鉢,바리때,발
坊,마을,방
幇,도울,방
彷,방황할,방
枋,다락,방
榜,방,방
紡,짤,방
肪,살,방
俳,광대,배
盃,잔,배
胚,아이 밸,배
裵,성씨,배
賠,물어줄,배
陪,모실,배
帛,비단,백
柏,잣나무,백
栢,잣나무,백
魄,넋,백
卞,성씨,변
弁,변,변
倂,아우를,병
幷,아우를,병
柄,자루,병
炳,밝을,병
甁,병,병
秉,잡을,병
餠,떡,병
騈,나란히 할,병
堡,작은 성,보
洑,봇도랑,보
甫,클,보
菩,보살,보
褓,포대기,보
輔,도울,보
輻,바퀴살,복
僕,종,복
茯,복령,복
馥,향기,복
峰,봉우리,봉
俸,녹봉,봉
捧,받들,봉
棒,몽둥이,봉
烽,봉화,봉
琫,칼집 장식,봉
縫,꿰맬,봉
蓬,쑥,봉
鋒,칼날,봉
俯,구부릴,부
傅,스승,부
剖,나눌,부
孚,믿을,부
敷,펼,부
斧,도끼,부
溥,넓을,부
腑,오장육부,부
膚,살갗,부
芙,연꽃,부
訃,부고,부
趺,발등,부
釜,가마,부
阜,언덕,부
噴,뿜을,분
忿,성낼,분
汾,강 이름,분
焚,불사를,분
盆,동이,분
糞,똥,분
芬,꽃다울,분
弗,아닐,불
棚,시렁,붕
鵬,붕새,붕
丕,클,비
匪,아닐,비
庇,덮을,비
扉,사립문,비
泌,스며나올,비
沸,끓을,비
琵,비파,비
痺,저릴,비
砒,비소,비
秘,숨길,비
緋,붉을,비
翡,비취,비
脾,비장,비
臂,팔,비
裨,도울,비
鄙,더러울,비
毘,도울,비
嬪,궁녀,빈
彬,빛날,빈
斌,빛날,빈
殯,입관할,빈
濱,물가,빈
憑,기댈,빙
卜,점,복
補,도울,보
寶,보배,보
譜,족보,보
普,넓을,보
則,법칙,측
次,버금,차
冊,책,책
察,살필,찰
唱,부를,창
窓,창문,창
採,캘,채
菜,나물,채
親,친할,친
妻,아내,처
處,곳,처
千,일천,천
天,하늘,천
川,내,천
鐵,쇠,철
靑,푸를,청
淸,맑을,청
初,처음,초
草,풀,초
囑,부탁할,촉
體,몸,체
齒,이,치
忠,충성,충
蟲,벌레,충
秋,가을,추
追,쫓을,추
祝,빌,축
出,날,출
春,봄,춘
寸,마디,촌
充,찰,충
取,가질,취
治,다스릴,치
致,이를,치
且,또,차
借,빌릴,차
此,이,차
槍,창,창
蒼,푸를,창
倉,곳집,창
唱,부를,창
彰,드러낼,창
廠,공장,창
娼,창녀,창
敞,트일,창
昶,해 길,창
滄,큰 바다,창
瘡,부스럼,창
菖,창포,창
綵,채색,채
蔡,성씨,채
采,캘,채
柵,울타리,책
嘖,꾸짖을,책
滌,씻을,척
斥,물리칠,척
戚,겨레,척
拓,넓힐,척
脊,등뼈,척
陟,오를,척
隻,외짝,척
喘,헐떡거릴,천
闡,열,천
凸,볼록할,철
哲,밝을,철
喆,밝을,철
撤,거둘,철
徹,통할,철
綴,엮을,철
轍,바퀴 자국,철
添,더할,첨
僉,모두,첨
沾,젖을,첨
첩,첩,첩
廳,관청,청
替,바꿀,체
滯,막힐,체
逮,잡을,체
遞,차례,체
抄,뺏을,초
肖,닮을,초
礎,주춧돌,초
超,넘을,초
秒,초,초
促,재촉할,촉
觸,닿을,촉
燭,촛불,촉
囑,부탁할,촉
銃,총,총
總,모두,총
聰,귀 밝을,총
抽,뽑을,추
醜,추할,추
逐,쫓을,축
縮,줄일,축
畜,기를,축
築,쌓을,축
蓄,쌓을,축
衝,찌를,충
臭,냄새,취
趣,뜻,취
醉,취할,취
側,곁,측
測,잴,측
층,층,층
恥,부끄러워할,치
値,값,치
置,둘,치
漆,옻,칠
沈,잠길,침
侵,침노할,침
寢,잠잘,침
枕,베개,침
浸,잠길,침
稱,일컬을,칭
叉,사거리,차
箚,찌를,차
遮,막을,차
搾,짤,착
窄,좁을,착
鑿,뚫을,착
撰,지을,찬
燦,빛날,찬
瓚,옥 술잔,찬
竄,숨을,찬
纂,모을,찬
纘,이을,찬
餐,밥 먹을,찬
饌,음식,찬
刹,절,찰
擦,문지를,찰
札,편지,찰
僭,참람할,참
懺,뉘우칠,참
斬,벨,참
站,역참,참
讒,참소할,참
讖,참언,참
慘,참혹할,참
創,비롯할,창
暢,펼,창
贊,도울,찬
讚,칭찬할,찬
慙,부끄러워할,참
招,부를,초
哨,망볼,초
椒,산초,초
楚,모형,초
樵,나무꾼,초
炒,볶을,초
焦,그을릴,초
硝,초석,초
礁,암초,초
蕉,파초,초
醋,초,초
醮,제사 지낼,초
釥,칼날,초
丑,소,축
吹,불,취
就,나아갈,취
推,밀,추
捉,잡을,착
錯,섞일,착
針,바늘,침
仄,기울,측
侈,사치스러울,치
峙,솟을,치
痴,어리석을,치
癡,어리석을,치
稚,어릴,치
穉,어릴,치
緻,빽빽할,치
雉,꿩,치
馳,달릴,치
勅,조칙,칙
鍼,침,침
秤,저울,칭
叢,떨기,총
塚,무덤,총
寵,총애할,총
摠,거느릴,총
撮,잡을,촬
崔,높을,최
椎,척추,추
楸,개오동나무,추
樞,지도리,추
芻,꼴,추
趨,달릴,추
鄒,땅 이름,추
酋,우두머리,추
錐,송곳,추
錘,저울추,추
竺,인도,축
蹴,찰,축
軸,바퀴 축,축
椿,참죽나무,춘
朮,차조기,술
黜,내쫓을,출
沖,화할,충
衷,속마음,충
娶,장가들,취
翠,푸른 비취,취
聚,모일,취
鷲,독수리,취
仄,기우러질,측
侈,사치할,치
峙,마주할,치
痴,어리석을,치
癡,어리석을,치
稚,어릴,치
穉,어릴,치
緻,빽빽할,치
雉,꿩,치
馳,달릴,치
勅,조칙,칙
鍼,침,침
秤,저울,칭
招,부를,초
推,밀,추
丑,소,축
吹,불,취
就,나아갈,취
針,바늘,침
差,어긋날,차
捉,잡을,착
錯,섞일,착
贊,도울,찬
讚,칭찬할,찬
慙,부끄러워할,참
慘,참혹할,참
